,n_gaps,fun,msg,x_mean,lowest_gap_ind,size
0,1,0.0516458480979199,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5344361662662428,0.717788541216374,6
1,1,0.0006655452995814236,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6394941159986637,0.3760444012505392,6
2,1,0.006537783336936823,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.596154331486241,0.6859604205867289,6
3,1,0.0014551083061671848,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.47853078429209617,0.40064273617466073,6
4,1,0.026038550168693927,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5998358989251478,0.5419803405129675,6
5,1,0.10816906538862293,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6974378696106117,0.12693011506822086,6
6,1,0.024168867952946576,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5383595575195096,0.4493229217715925,6
7,1,0.02363046865475899,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5715698626045455,0.44690124136514064,6
8,1,0.009469735079039691,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5483360070683627,0.6106782975625726,6
9,1,0.005378570532002622,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.49289942352453237,0.6707732017681477,6
10,1,0.04214716888214991,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5372382451663008,0.5949636054828047,6
11,1,0.03262128187596075,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5807992293810824,0.5612840135972275,6
12,1,0.03864878547910044,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.38447274901098477,0.8778065713252273,6
13,1,0.05383199328939987,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.700602633893484,0.19869685218733163,6
14,1,0.022300097348291022,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6376276064309848,0.3325576397280676,6
15,1,0.029490965831027772,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5546230467968234,0.5816474947765463,6
16,1,0.00713497008693134,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5764262600895942,0.6592764872016985,6
17,1,0.02172095846815806,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5502365139994341,0.7502247360592286,6
18,1,0.0569037550286053,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.551377280528219,0.6124320613809997,6
19,1,0.00619999151894712,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5743708583625301,0.2805667284602554,6
20,1,0.002779980166491207,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5335534119663012,0.4850567263318434,6
21,1,0.014868926897734279,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.533830635810129,0.7429186876917238,6
22,1,0.028174730370173172,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5294308707648696,0.7303053207617277,6
23,1,0.05816554602511922,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6585694536250616,0.27761987126556587,6
24,1,0.015110756118557932,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5870714630542653,0.4602069209044458,6
25,1,0.0329416653945987,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6798150905175763,0.23692406136267002,6
26,1,0.003694798404934556,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.4690333692487621,0.5315723409805443,6
27,1,0.018443514902558546,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5591963081320599,0.3322827409262594,6
28,1,0.04168201647346294,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5716289209190907,0.4499560243001751,6
29,1,0.023008460452009324,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.648212916914006,0.21081606595862024,6
30,2,0.017214146924810905,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5278737142284325,0.7037379789711139,6
31,2,0.03057570749790086,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5499531120872813,0.18976505727160362,6
32,2,0.051015486381063166,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5793116559549882,0.272489597189397,6
33,2,0.03337775732212417,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5827973811589234,0.41380110515242263,6
34,2,0.03670228511209269,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5394012396520851,0.4329851666649518,6
35,2,0.04093626723333814,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5498935998975031,0.6205100585937243,6
36,2,0.07118638053064763,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6108666399932451,0.3907781452800345,6
