,n_gaps,fun,msg,min_gap,lowest_gap_ind,size,kmean
0,1,0.014824628811773268,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2811909515082187,0.6178599137776273,6,0.49592598850810826
1,1,0.02552901880542328,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1475416107869182,0.16911772005881404,6,0.6951108271933921
2,1,0.025579784887398205,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1786812653679788,0.26125820199419847,6,0.6721160465754877
3,1,0.01568881954752896,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.20243070213899728,0.48157561756632616,6,0.5982299842867378
4,1,0.046686983713615696,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.11737280858247634,0.17411526467543031,6,0.6891067536161118
5,1,0.007581145660827293,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.30535499189454307,0.834949472386188,6,0.45014891040152893
6,1,0.0051514580489796765,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.06000906647228521,0.3965914755209534,6,0.6462713119062694
7,1,0.006889483737408661,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.21618131878221725,0.5053457602361008,6,0.5527752354846055
8,1,0.023286803652776914,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.02061533174970176,0.8349423583015713,6,0.3805473746496109
9,1,0.024313715608115006,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.20985131912938715,0.3316803406045663,6,0.6100499266785291
10,1,0.03736070164188784,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1458948457051512,0.1304884048282453,6,0.6984020195990818
11,1,0.0005502726268545889,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.21350204199085399,0.4908222492394305,6,0.5431795351405952
12,1,0.009641670674625473,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.21621205600596172,0.439382277143195,6,0.5717904566639322
13,1,0.04451620667740135,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31017683669874274,0.8806140629511207,6,0.41471906122713653
14,1,0.012614034933514472,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0035887612063958407,0.3300558926232938,6,0.5770995807608221
15,1,0.005838733912150882,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.02197431514418735,0.2615933477624507,6,0.6446441371063388
16,1,0.01316161712536214,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.006700222946939061,0.6984016160081907,6,0.5696368423171885
17,1,0.02159084666317032,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.00010925339124390199,0.7818753921487679,6,0.4359797676486611
18,1,0.036156344989114755,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1409266809795704,0.11890214089605716,6,0.7183027467830935
