,n_gaps,fun,msg,min_gap,lowest_gap_ind,size,kmean
0,1,0.009267290935608881,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.029069394938084026,0.7855048675650173,6,0.497455896585742
1,1,0.00910376563779647,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.30572777719907385,0.6796406859657581,6,0.556777834739479
2,1,0.02495613511501861,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.16189495185053593,0.13896457325088926,6,0.7021000293081807
3,1,0.02738527927112478,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.24344171209631804,0.33862967589255866,6,0.6140443207474738
4,1,0.007740446203658798,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.17302168162445775,0.20983902495984783,6,0.7197152529618215
5,1,0.07135240969215631,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.016541679821683752,0.3134164419702711,6,0.6399419603394586
6,1,0.005899525079105271,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0024180064343486407,0.69875970846006,6,0.45861748418878007
7,1,0.06743308201806802,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.15012427244401516,0.13383486157176128,6,0.7191364029848261
8,1,0.04111122827390687,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2245298204812567,0.4636993278264421,6,0.5981695092910259
9,1,0.017474665459979166,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31332658877550723,0.7808143948497739,6,0.47643916963121313
10,1,0.01295663943253798,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31305655819920597,0.6532520705286585,6,0.5442868303417823
