,n_gaps,fun,msg,min_gap,lowest_gap_ind,size
0,1,0.03570108093700027,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.001520684828090979,0.21883340812301252,6
1,1,0.001661655786416302,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.00022588271452339548,0.6238320240394815,6
2,1,0.015614436072539855,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.23620594574007292,0.58588465619429,6
3,1,0.011326646141660329,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.002866838184886644,0.6030404332724868,6
4,1,0.02417974899960406,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1053548640762706,0.1310945413056322,6
5,1,0.003957504044080182,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.019252568080017296,0.67753347687751,6
6,1,0.044412271451952756,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2881949717467158,0.6698514387377037,6
7,1,0.019177404290202465,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31528818582892226,0.7097925661101191,6
8,1,0.006901628884393342,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.3440310087783023,0.8738969933117658,6
9,1,0.06209550002459715,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2241270848770366,0.4663525358986712,6
10,1,0.008814833201784899,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.20732099993768027,0.4365078723299386,6
11,1,0.0069891565796596665,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.004700374294389964,0.2903037847956747,6
12,1,0.03417691097831285,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1887968072171634,0.28660189462226504,6
13,1,0.03360152519258688,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2959549473835248,0.7199343388753094,6
14,1,0.02643141362631603,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2508353913898522,0.5727765167872091,6
15,1,0.01954879943826162,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.18192433014019205,0.3977016484903322,6
16,1,0.019825797179638057,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.3432351523655812,0.7466064281753474,6
17,1,0.05532538356933282,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0070615311361402755,0.19507970671252767,6
18,1,0.011876840562847915,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.17794884653313203,0.23565837758438352,6
19,1,0.07098879034524157,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.15397571213829486,0.14668065368381092,6
20,1,0.028774474541816277,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0026700094611846747,0.1427049392580103,6
21,1,0.04163294493481002,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.020554373650985225,0.13916711874558338,6
22,1,0.04091143816511989,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.29463928115961613,0.5848634681357477,6
23,1,0.03031953356299166,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.014687024397440518,0.3178396285615699,6
24,1,0.007260369947380558,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.015411327556677401,0.5773139584874843,6
25,3,0.03804197917542399,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0066487940987172145,0.12411396404011894,6
26,3,0.046525803466578634,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.007212095938383234,0.42722754951831277,6
27,3,0.07878265484240286,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0002688045709572373,0.1431020210284519,6
28,3,0.023963150212903617,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.016954571788716954,0.21246732230674034,6
29,3,0.06653399991702,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.11493091127186283,0.5142808433302429,6
30,3,0.036499229481132926,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0005207569452567729,0.5613006431678985,6
31,3,0.10222122070983991,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.006873557737527403,0.13635482725886156,6
32,3,0.302148445130892,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.009740721776165362,0.454645039117473,6
33,3,0.040189596877465365,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.022624529894823664,0.22310666803939122,6
34,3,0.0726094571115747,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.010758597432240946,0.3672364832112601,6
35,3,0.024863660011699314,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.06493983065667452,0.23896422594424138,6
