,n_gaps,fun,msg,min_gap,lowest_gap_ind,size
0,1,0.019809155982764042,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.33525762323570296,0.7091428770302314,4
1,1,0.02475699687533628,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.032299643396976,0.8051248647537024,4
2,1,0.0444533180604363,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.014969150389788743,0.344050935228276,4
3,1,0.04561356346572192,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.054633909083255716,0.8672818375230302,4
4,1,0.021263415751600123,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.03293395338328975,0.5761791795041751,4
5,1,0.017202420253582942,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.27487628470792436,0.25427768593707506,4
6,1,0.004405821159157808,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.42303840075395516,0.7247895254803586,4
7,1,0.08000373695904567,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.010149881551376194,0.19475955853723148,4
8,1,0.054102268157247974,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.012441490806896827,0.6546428396774521,4
9,1,0.11093860969327882,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0030898109112427186,0.47999415878438645,4
10,1,0.08226956736070633,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.042557221185661964,0.5235998639020829,4
11,1,0.054225949645189266,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2794348924147154,0.6773002792680407,4
12,1,0.00142044388800295,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0003470601589865563,0.6402137248087099,4
13,1,0.05295453627548749,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.009926744182066627,0.5607973985060707,4
14,1,0.11366354281466469,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0071226457753227335,0.27647387369411225,4
15,1,0.010394008964890688,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.014008789363501473,0.43529330143003286,4
16,1,0.043925105796619276,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.011898612233319228,0.21391926378374368,4
17,1,0.05937734339209163,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2715872709545888,0.43386902714891384,4
18,1,0.031040300940624717,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.058645082500163204,0.3892912978514642,4
19,1,0.06808184946432579,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.3640110951034705,0.6480721298497035,4
20,1,0.016980836409902337,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.27353324315196026,0.4172866822768062,4
21,1,0.013443737834458921,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2712322590483761,0.395958617413643,4
22,1,0.08463316359257599,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.14090110011628432,0.46787661840651007,4
23,1,0.02838431482882938,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.007158511281526003,0.6564902705833051,4
24,1,0.0502907984020664,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2639860907658935,0.27634489377569943,4
25,1,0.13083432560841088,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.04023422981185032,0.25159488280226205,4
26,1,0.09050844098226507,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.004179489717036855,0.5170242432380784,4
27,1,0.04757529130372005,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.011145086407627569,0.42752796373625257,4
28,1,0.035158564172830156,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.16201599363294772,0.415027298006563,4
29,1,0.018053258345455535,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.19036553052706862,0.1590263288029947,4
