,n_gaps,fun,msg,min_gap,lowest_gap_ind,size
0,1,0.012712603928557662,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0017396952159223211,0.4569427944322253,8
1,1,0.0011168044997909323,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0007608637425831066,0.6487045452215878,8
2,1,0.0057047026448514785,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0012129341697951768,0.2604014546759321,8
3,1,0.030386824012686716,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.22922797887437762,0.5768575643653325,8
4,1,0.0010864361229796131,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.00220742318126832,0.16941327412893026,8
5,1,0.005692691225526126,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.007939336438460787,0.44327970261129435,8
6,1,0.004243904315191798,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0032605546743689207,0.8758557027554144,8
7,1,0.011703995296803089,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.009287787389945734,0.7252148057673944,8
8,1,0.0664633472887102,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.21387012890478774,0.5347744562375782,8
9,1,0.005850304846616237,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1977164223800012,0.4625433819130318,8
10,1,0.01919818673745639,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0008629886295705713,0.46579229718119197,8
11,1,0.014439733676855948,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.004877081635540348,0.18963929839140725,8
12,1,0.01512854659814032,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31878786074484,0.7960534969414494,8
13,1,0.022958824509274913,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.01131640887575358,0.4607134520482461,8
14,1,0.034438107229906,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-9.021469330350307e-05,0.5578680228197157,8
15,1,0.02637592713259243,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.007876869084595617,0.7668791671816924,8
16,1,0.002283223574067567,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-7.42130588788914e-05,0.2938913380836413,8
17,1,0.013851779568081913,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0013403556871998124,0.5958587464543891,8
18,1,0.00474499225749182,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.008253352457489482,0.3617969092827379,8
19,1,0.007774016692775402,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0010737253538756208,0.30764971253780327,8
20,1,0.020053267572199367,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2087365928032765,0.4847778028895079,8
21,1,0.013048967446539042,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.23456332136454017,0.5566278734809259,8
22,1,0.03626849602442867,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.27660062438491906,0.6811959216613059,8
23,1,0.0081469170538987,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.007589929777310767,0.25395005108267577,8
24,1,0.014921028088871571,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0006419215071600259,0.7818680585944947,8
25,3,0.01870672822804562,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.07081348202166315,0.13941888413651285,8
26,3,0.04903006048106878,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.09058043540936911,0.2893256394117061,8
27,3,0.03276072694819243,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.04972280813496299,0.4791946740271408,8
28,3,0.06038360415545957,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.062345471372758476,0.422602496017913,8
29,3,0.031883130961066056,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.016907591611838857,0.10512096477436712,8
30,3,0.03357319007417559,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0828183744264459,0.2079339929048854,8
31,3,0.009986715324069596,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.011318335165053872,0.7133524460838091,8
32,3,0.0478735436556768,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.016949449375028958,0.13857586583799186,8
33,3,0.03228791347247196,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.002173502406950578,0.2942833733938526,8
34,3,0.11471714470521162,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.06723065718621024,0.35792038701249196,8
35,3,0.04146438083771318,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.05176642845004398,0.31191620059023717,8
36,3,0.2192100363464635,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.05284231843042919,0.5973371141270002,8
37,3,0.08245263800201669,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.05084259773592381,0.11600091837465341,8
38,3,0.020086869310286574,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.004419873933826146,0.4375211497698477,8
39,3,0.04043672026056694,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.00422139323392523,0.2509439882940564,8
40,3,0.025246104683179338,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.006203964467556666,0.40823839874621504,8
41,3,0.038893271654798535,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.12283145098849912,0.5536794812292892,8
42,3,0.021764113191842755,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0825313315965488,0.2015177318088516,8
43,3,0.05329182328413045,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.08943607330457293,0.3099041702337577,8
44,3,0.06461905634470463,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.054399460689418255,0.20732878736360166,8
45,3,0.056744717529720844,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.017521827196804507,0.11035484417168231,8
46,3,0.06868421311292518,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0666088491400103,0.12468333501181289,8
47,3,0.0328265778092326,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.06511111496722932,0.15226187221311546,8
48,3,0.017614613280085036,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.05508396150789052,0.13935027311670664,8
49,3,0.029077800395057557,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.06196616914058861,0.3161624681456997,8
50,5,0.12237548426493475,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0039224167118850906,0.11342367194009216,8
51,5,0.09716081192574952,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.05156017234431065,0.32606115847404826,8
52,5,0.06892527731399327,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0017321958630970302,0.1353302505551958,8
53,5,0.0764010680570745,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.03263406106993194,0.20118655219104387,8
54,5,0.035586435700519656,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.038509765691328024,0.22094216764616592,8
55,5,0.03666175277176549,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.02469142349628861,0.2196403788213111,8
56,5,0.07737659124496614,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0037671635138594173,0.1646695595796837,8
57,5,0.08083407881536933,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.07505695934411771,0.3226910463793464,8
58,5,0.09611240169663907,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0008300005863107751,0.3197891976111092,8
59,5,0.1641778862013901,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.009931973314810216,0.24814103454798114,8
60,5,0.06453097765143605,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0017391685760275166,0.3899905542177302,8
61,5,0.09375513653054504,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.008920362718018437,0.12016046943571626,8
62,5,0.026149163381003,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.05763403409887746,0.26548377598355644,8
63,5,0.324579954977291,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.005566757104085274,0.2611763700535038,8
64,5,0.1944002722187855,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.004569437447752067,0.14950365556704517,8
