,n_gaps,fun,msg,x_mean,lowest_gap_ind,size
0,1,0.03544682472960163,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.38841486596789804,0.8721640379566379,4
1,1,0.009046016102097777,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.4015084831465927,0.8986603235213722,4
2,1,0.0527844344647051,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.46758302016902603,0.8375980186751432,4
3,1,0.04821108016208384,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5161705216783984,0.6853600672369718,4
4,1,0.0673811781866159,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6170130415318787,0.31325243777526246,4
5,1,0.037828391785876686,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5044382505547652,0.24525544631646518,4
6,1,0.10009435359988443,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6263421955137632,0.22428620257318466,4
7,1,0.011297852832981495,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.635239764119212,0.27991460509275656,4
8,1,0.010910470477664538,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.46448940615522877,0.8098153623077885,4
9,1,0.05099209505254012,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5951928779617573,0.26702903624258023,4
10,1,0.012458695495456676,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.6120576797550469,0.39017400896637366,4
11,1,0.06067270038922974,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.5726659791173132,0.5611948395602958,4
12,1,0.02460802823610325,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.48173992613108413,0.8690083182513961,4
