,n_gaps,fun,msg,min_gap,lowest_gap_ind,size,kmean
0,1,0.03436567191504678,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.34752634869597454,0.8346546495276226,4,0.44416381221350076
1,1,0.01940729123954996,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.010632236047886101,0.8511351765457301,4,0.43166214544108367
2,1,0.0442489277878527,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.26509086785820934,0.5437644062662566,4,0.5430805249187239
3,1,0.031847748436797656,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31057432813502195,0.827004277197518,4,0.4479449491754206
4,1,0.01730132722505149,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.34190542771436583,0.8353066608079126,4,0.45166216821770955
5,1,0.10784309866684988,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.060741804111871356,0.19441862975219515,4,0.7391879402702103
6,1,0.0372746332309331,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.3190333404272656,0.7372240267784288,4,0.4818630720375639
7,1,0.04667206630026791,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.20897081638324422,0.5973752668596334,4,0.6348268879560464
8,1,0.043718017891506554,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.0011183199228721463,0.8148148647019893,4,0.6225929781907488
9,1,0.08916447552782449,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.22040214209547027,0.4787472745646747,4,0.5688904530744124
10,1,0.03980639749100503,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.18808150981823513,0.586640177980301,4,0.5929467348503331
11,1,0.0681672820082648,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.16602167432542914,0.32010747639876524,4,0.6451275158689167
12,1,0.09321044032736571,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.22632231314247786,0.7287363195201383,4,0.5086353001813531
13,1,0.04764428787652904,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.008689418338009736,0.8246740754361376,4,0.4709591581336528
14,1,0.04375856348437366,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1753423610530075,0.24315415875482246,4,0.6697642499390376
15,1,0.03131456612236098,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.20635217630089553,0.6088564804357185,4,0.5495039908792974
16,1,0.04580196742896754,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2114076935384539,0.5649754354839693,4,0.5417687302606088
17,1,0.12497062516770337,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1692845660368718,0.47770679835853935,4,0.5870522691563925
18,1,0.1193437759588697,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.24859133191547222,0.6351918191293896,4,0.562982466490681
19,1,0.006199234686797815,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.016655749439244638,0.2780916699520617,4,0.5230132500911725
20,1,0.11176210404932614,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1291014711845524,0.24775455364689042,4,0.7007274653361125
21,1,0.0447043172469496,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.25351558076483127,0.6814394944607525,4,0.6029988684422202
22,1,0.02385285915794534,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.01414213743820536,0.44595630588403523,4,0.5120619990899459
23,1,0.07699673235685371,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2906592215545223,0.8467422002672927,4,0.3867658597044792
24,1,0.022089414137246074,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1365452944396165,0.22936225830272533,4,0.6622107589145746
25,1,0.040605342612145386,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1817163184238566,0.37237115067285864,4,0.6173306938759057
26,1,0.07158208253064122,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.004719833959276887,0.464645930103483,4,0.5264842812694167
27,1,0.03178116855997086,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.16462247914265404,0.20980934834546094,4,0.6169837549948051
28,1,0.11044884376277653,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1141710503160609,0.4280642943559618,4,0.6102692231289589
29,1,0.07624224076479956,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.02169681854117056,0.26220434868054565,4,0.6276519695116167
30,1,0.052317192371534205,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.04677593316150919,0.20504543615888224,4,0.7160929111463042
31,1,0.09903383421092934,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.3075731291424082,0.7310061976746434,4,0.5433885695586741
32,1,0.041440617336789304,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.010362534220110797,0.6160374836494537,4,0.46884335645474123
33,1,0.08387083958322326,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2953116730111516,0.5636222985469752,4,0.5135548418032604
34,1,0.06519265885348775,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.11496509960427592,0.14906823904209718,4,0.7300943803453609
35,1,0.06063647046415348,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.11660741451228751,0.5406783130024942,4,0.5997031239685188
36,1,0.06985211249683855,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.26421422999182576,0.6113496724625503,4,0.5667184705418881
37,1,0.04113356361493176,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.10967775852074668,0.34839345741852173,4,0.6738704169214147
38,1,0.014875582943078709,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.005990306035838389,0.7804205303430009,4,0.5513287531730452
39,1,0.08693345545739267,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.300822756296369,0.8721289818667313,4,0.4107253299469494
40,1,0.01757817118372728,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.31341140837768267,0.631734658620361,4,0.5117248691255303
41,1,0.04362316081823524,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.22422278152580843,0.6147664832660795,4,0.5491938939347168
42,1,0.07182414746724751,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.01797101040319271,0.4173582611235994,4,0.5788701820811097
43,1,0.030883917920540866,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1697706663361871,0.4846634637734091,4,0.58524046324473
44,1,0.015735027703450893,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.15636317952632428,0.3166064454443756,4,0.697961524404915
45,1,0.02885524401231852,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.20610031895612013,0.4861567065721778,4,0.5799133708719323
46,1,0.09919350537964254,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.2312119427161865,0.6633946922985972,4,0.6508427180803924
47,1,0.014668257715472229,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.03326153285324773,0.3055207090861636,4,0.5676440094652334
48,1,0.07314713729662575,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.26790266119532613,0.6253216735746269,4,0.5014151093304874
49,1,0.03526337009772986,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.04614386941157933,0.18480161344406065,4,0.7192133726423849
50,2,0.13887575203782285,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.08538198274031084,0.2742490601377955,4,0.5794892369871254
51,2,0.11950436972691855,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.030192147087041543,0.10072210153702797,4,0.5537266420354913
52,2,0.08764133044907794,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.09762104216738732,0.3836066939853898,4,0.5765662904393775
53,2,0.05069066099851074,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.21732386238802814,0.4577132854159367,4,0.5224436098479072
54,2,0.11249635395077738,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.07881247489220422,0.15239452199988365,4,0.5784042982869354
55,2,0.08990972995566893,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.1408158673572284,0.49084998861890916,4,0.529656221491908
56,2,0.06444596767283009,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.09517890135873097,0.2931783808137974,4,0.6133949602507106
57,2,0.16784904270807433,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.16542348830033138,0.5869996109791265,4,0.5533081808618592
58,2,0.19112848950512504,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',-0.035849941522061446,0.1256465362046579,4,0.6694527762025414
59,2,0.05521519131371902,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0659343168469465,0.3180708721143324,4,0.5372315520132752
60,2,0.08553890121545871,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.085240008758521,0.3826296485172377,4,0.6251236650941782
61,2,0.12338341483791085,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.09445071498218449,0.32426148636812546,4,0.5916808263071018
62,2,0.11699598696657357,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.17519000142243235,0.7708729478487508,4,0.4555397256715901
63,2,0.08133487945444504,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.10144308411615643,0.381975584276673,4,0.6091659924439131
64,2,0.0826814696399841,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.0822132070504924,0.3880095217850619,4,0.58273258537731
65,2,0.07601713682075045,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.07640331265928646,0.3539659424438204,4,0.5435077773171644
66,2,0.10784569824559134,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.046921149324220535,0.4922021826875441,4,0.6139589366279364
67,2,0.07414221912329932,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.09029560110245549,0.3316954462182163,4,0.5884067782296297
68,2,0.11607511263096205,b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',0.11855569852184067,0.32139154899764916,4,0.5544085400166698
