0.0019129568,2.218137e-09,0.27479295
0.0022590069,9.9823406e-11,0.10774603
0.0030398208,3.6567513e-07,0.96307671
0.01181069,4.4870065e-07,0.99895236
0.015413148,6.7657119e-13,0.082239328
0.020851461,9.1187315e-10,0.99771684
1094.2119,1.0762354e-10,0.13732895
1108.6097,1.1369775e-10,0.13748675
1851.2075,2.971728e-10,0.17433563
2276.332,3.3922933e-10,0.16708094
2928.738,5.9994124e-10,0.20165834
3910.6149,1.444541e-09,0.22018111
4023.4352,7.3168672e-10,0.22543105
4402.5939,7.047209e-10,0.22198059
4520.5671,2.0324862e-09,0.22219562
6579.8037,2.5722327e-09,0.26073476
6691.2596,3.4792619e-09,0.25840307
6907.9924,9.9936037e-10,0.25941547
6960.9888,4.0740409e-09,0.26039708
7036.9785,5.0944231e-09,0.256208
7103.7635,2.5120156e-07,0.9998334
7390.6231,1.4375933e-07,0.99992478
8621.9965,4.6695177e-09,0.27944272
8687.3282,3.6880701e-07,0.99972708
8885.2744,1.2266808e-07,0.9998445
9501.7849,4.1976665e-09,0.27955284
9797.2502,4.9617662e-09,0.28504633
9867.3001,6.2319452e-06,0.99956538
10049.525,3.2586049e-09,0.2848214
10119.919,3.1873293e-07,0.99985038
10280.625,3.4790795e-06,0.99974716
10422.996,1.0511251e-08,0.29923014
10570.47,4.2331945e-06,0.99924225
10584.415,1.0549666e-09,0.2862008
10768.121,3.5578799e-07,0.99975146
10817.429,2.9516145e-07,0.99972842
10911.016,7.5638864e-07,0.99976331
10983.444,2.1377991e-07,0.999732
11110.523,7.629381e-07,0.99976992
11193.033,6.2214472e-07,0.99975686
11205.931,5.3179643e-07,0.99976654
11264.822,5.0599843e-07,0.99971828
11385.718,3.4905848e-07,0.99977584
11515.302,3.3031568e-07,0.99972414
11521.319,6.5851289e-07,0.99972799
11596.906,3.8820497e-07,0.99973301
11757.296,3.9767191e-07,0.99873333
11797.962,1.086438e-08,0.30221405
11817.935,6.0836676e-07,0.99411789
11902.37,8.0946853e-07,0.99965415
12001.64,4.7379434e-09,0.31606645
12030.025,5.278276e-07,0.99253944
12095.605,3.0091005e-07,0.99965546
12122.556,3.0686562e-07,0.99921486
12185.241,6.4158978e-07,0.99966451
12245.865,4.0360409e-07,0.99970835
12320.334,7.1966666e-07,0.99962959
12498.356,4.3484896e-07,0.99963
12533.277,4.8511404e-07,0.99560404
12544.389,6.3673668e-09,0.30054255
12586.94,4.0069994e-07,0.99936796
12757.875,1.8479065e-08,0.37263562
12774.049,7.5416515e-07,0.94029064
12818.151,3.9217569e-07,0.9996668
13593.261,9.1114375e-09,0.28763003
13823.558,5.0189716e-09,0.27759116
14369.349,2.17366e-09,0.2886766
14570.149,1.089442e-08,0.27942696
14640.213,1.6744078e-07,0.99916056
14861.173,3.2991853e-09,0.28865423
14929.48,7.1485966e-07,0.99853246
15374.891,2.5703141e-09,0.28693484
15477.946,6.2429988e-09,0.29221297
15526.055,5.292222e-07,0.99659263
15713.401,4.166745e-07,0.99871882
15751.864,6.8632404e-09,0.33016436
15770.192,5.84084e-07,0.97413272
15873.275,4.1422888e-07,0.99937716
15925.486,1.0225247e-06,0.99954157
16008.211,2.6338385e-06,0.99960267
16040.552,6.1793731e-06,0.99945198
16157.311,9.5770106e-07,0.99919646
16210.181,1.0551814e-06,0.99940403
16234.702,6.8484786e-07,0.99962105
16243.526,1.1386002e-06,0.99953561
16322.909,6.1245726e-07,0.99952842
16473.397,5.0522949e-07,0.99920095
16498.547,1.7265571e-06,0.99912353
16544.881,7.5273723e-07,0.99858275
16567.551,2.4551669e-09,0.26628698
16742.526,1.3226698e-06,0.99958325
16804.864,1.472289e-06,0.99949376
16853.563,5.6373462e-06,0.99947088
16980.394,3.1409544e-07,0.99947365
17068.261,5.7944601e-07,0.99958221
17277.094,8.2366438e-07,0.99954584
17306.138,4.0074907e-07,0.99881193
17346.62,4.2939212e-07,0.99802401
17360.897,4.0959942e-09,0.26778462
17541.878,6.4893692e-07,0.99946755
17624.55,2.166984e-06,0.99950751
17811.992,1.4728498e-06,0.99949422
17872.804,3.3099982e-07,0.9994566
18162.658,2.0444545e-07,0.99951385
18248.064,2.1991742e-07,0.99943821
18269.416,9.4108568e-07,0.99942483
18372.814,7.1625715e-07,0.99940285
18520.334,4.4100844e-07,0.99945366
18600.652,7.6980362e-07,0.99946221
18670.721,5.9321492e-07,0.99942557
18792,2.8387925e-07,0.99942023
19131.139,5.4280313e-07,0.999415
19348.996,5.8509275e-07,0.99932161
