0.00099152188,2.0544517e-11,0.26932462
0.0012283548,1.2330689e-07,0.94332544
0.0021114777,8.413309e-08,0.97675869
0.0023235577,2.0516011e-09,0.28724827
0.0023845868,5.2267392e-07,0.99639902
0.0031359933,9.4172643e-11,0.14792138
1144.3322,1.3254101e-10,0.13775958
1144.8839,1.4151159e-10,0.13633632
1877.5465,3.3414951e-10,0.17295509
2346.1938,4.3292676e-10,0.16652187
2983.9598,7.8039873e-10,0.19892429
4021.5441,1.346447e-09,0.22170849
4026.2818,1.0172568e-09,0.22157411
4526.488,2.8651307e-09,0.21798632
4529.6542,5.2945097e-10,0.21942314
6826.8961,2.6167354e-09,0.26451063
6830.2291,2.8987918e-09,0.26264876
6970.9783,2.9017732e-09,0.25243998
6972.9271,3.0956861e-09,0.24919581
7018.1625,2.6495709e-09,0.25516558
7595.9345,1.5996644e-07,0.99993264
7611.1246,2.7129585e-07,0.99993773
8861.2282,4.419976e-09,0.27728559
9149.5826,1.2426034e-07,0.99984952
9154.7121,4.2994231e-07,0.99981479
9583.9767,4.3113801e-09,0.27148247
9997.0047,5.3361401e-09,0.28058549
10296.246,3.9783797e-09,0.290598
10504.435,9.090538e-09,0.28214848
10514.66,1.253277e-09,0.28134515
10631.939,2.358293e-07,0.99982834
11310.987,2.8807365e-07,0.99978908
11314.38,2.2361492e-07,0.99957549
12058.084,6.3842199e-09,0.28791177
12070.46,6.0249899e-09,0.28722577
12225.56,5.5616732e-07,0.99960148
12254.116,3.0172796e-07,0.99947293
12483.214,3.3355834e-07,0.99917921
12600.017,3.4795602e-07,0.99911129
12639.631,3.6640248e-07,0.99899099
12685.016,4.8491618e-07,0.99508827
12721.781,4.9085376e-07,0.99431365
12731.783,9.1742887e-08,0.53986564
12734.771,4.0526242e-08,0.44989961
12742.903,2.6886755e-07,0.8945646
12744.837,2.1602387e-07,0.72049735
12775.129,5.1031317e-07,0.97804645
12878.687,2.1264454e-07,0.99923287
13038.571,4.0392638e-07,0.99958305
13051.612,3.5195779e-07,0.99937053
13147.279,3.3777104e-07,0.99960883
13223.886,4.6614607e-07,0.99957352
13356.045,2.5250676e-07,0.99953334
13418.148,2.9699227e-07,0.99948564
13427.111,3.6550874e-07,0.99938272
13437.191,4.0016072e-07,0.99954414
13453.474,2.7212962e-07,0.99959157
13467.122,3.7151206e-07,0.99932664
13551.849,3.0642662e-07,0.99941906
13553.243,6.4633217e-07,0.99900985
13565.537,4.9324565e-07,0.99945784
13616.998,9.0084017e-07,0.99908626
13713.097,4.2293176e-07,0.99871276
13737.153,5.2434595e-07,0.99862753
13916.081,5.1267644e-09,0.2757299
13920.721,2.2141744e-09,0.26953158
14125.769,3.326816e-09,0.26290785
14881.119,6.0361187e-09,0.26896825
14886.054,4.1596569e-09,0.27035458
15307.934,4.7304743e-09,0.25072462
15529.838,7.2450096e-09,0.2677299
15549.553,5.0446007e-09,0.28838483
15565.598,3.0828009e-07,0.98842309
15604.439,3.3451607e-07,0.99619638
16648.027,2.6341254e-09,0.24118189
16994.753,4.0675378e-07,0.99910545
17037.567,1.9825126e-07,0.99924101
17216.632,3.1644923e-09,0.23539836
17460.464,3.4233001e-07,0.99931828
17793.159,2.1740938e-07,0.99928944
17811.946,2.6656952e-07,0.99926931
18098.018,1.3303957e-07,0.99934641
18129.234,5.2706177e-07,0.99934807
18206.981,2.3974932e-07,0.99935803
